5.35.100.0/24,RU,RU-MOW,Moscow,
5.35.101.0/24,RU,RU-MOW,Moscow,
5.35.102.0/24,RU,RU-MOW,Moscow,
5.35.103.0/24,SK,SK-BL,Bratislava,
